,country,points,price,variety,millesime
4374,US,91,30.0,Sauvignon Blanc,2015.0
4375,US,91,55.0,Bordeaux-style Red Blend,2013.0
4376,US,91,79.0,Pinot Noir,2014.0
4377,France,91,43.0,Chardonnay,2014.0
4380,US,91,49.0,Red Blend,2010.0
4381,US,91,55.0,Syrah,2013.0
4382,France,91,70.0,Chardonnay,2014.0
4383,France,91,70.0,Chardonnay,2014.0
4385,France,88,18.0,Chardonnay,2022.0
4386,France,88,28.0,Pinot Noir,2021.0
4387,France,88,21.0,Pinot Noir,2021.0
4388,France,88,21.0,Chardonnay,2021.0
4390,US,88,21.0,Chardonnay,2020.0
4391,US,88,22.0,Bordeaux-style Red Blend,2021.0
4392,US,88,17.0,Merlot,2021.0
4393,US,88,29.0,Syrah,2019.0
4394,US,88,29.0,Cabernet Sauvignon,2019.0
4395,US,88,29.0,Merlot,2019.0
4396,US,88,25.0,Pinot Noir,2021.0
4397,France,88,27.0,Chardonnay,2021.0
4398,France,88,27.0,Chardonnay,2021.0
4401,France,88,23.0,Pinot Noir,2021.0
4404,France,88,22.0,Chardonnay,2021.0
4405,US,88,20.0,Chardonnay,2021.0
4407,US,88,19.0,Riesling,2022.0
4409,France,88,28.0,Chardonnay,2021.0
4411,US,88,29.0,Merlot,2019.0
4412,US,88,17.0,Riesling,2022.0
4413,France,88,22.0,Chardonnay,2021.0
4414,US,89,28.0,Chardonnay,2021.0
4417,US,89,37.0,Cabernet Sauvignon,2019.0
4418,US,89,35.0,Merlot,2020.0
4419,US,89,30.0,Cabernet Sauvignon,2020.0
4421,US,89,36.0,Pinot Noir,2020.0
4424,US,89,30.0,Cabernet Sauvignon,2020.0
4426,US,89,23.0,Chardonnay,2021.0
4427,US,89,40.0,Bordeaux-style Red Blend,2018.0
4433,France,89,66.0,Chardonnay,2021.0
4434,France,89,29.0,Chardonnay,2021.0
4435,France,89,31.0,Chardonnay,2021.0
4436,France,89,23.0,Chardonnay,2022.0
4445,Italy,85,14.0,Red Blend,2017.0
4446,France,85,28.0,Syrah,2015.0
4450,US,85,22.0,Chardonnay,2016.0
4451,US,85,15.0,Chardonnay,2016.0
4452,France,85,17.0,Red Blend,2015.0
4454,US,85,14.0,Sauvignon Blanc,2017.0
4455,US,85,24.0,Cabernet Sauvignon,2016.0
4456,US,85,24.0,Merlot,2016.0
4457,US,85,24.0,Bordeaux-style Red Blend,2016.0
4458,US,85,42.0,Red Blend,2015.0
4459,Spain,85,42.0,Red Blend,2014.0
4460,Spain,85,14.0,Cabernet Sauvignon,2016.0
4461,US,85,24.0,Cabernet Sauvignon,2016.0
4462,US,85,70.0,Cabernet Sauvignon,2015.0
4464,US,85,26.0,Sauvignon Blanc,2017.0
4465,US,85,53.0,Cabernet Sauvignon,2015.0
4466,US,85,83.0,Cabernet Sauvignon,2012.0
4467,US,85,21.0,Sauvignon Blanc,2017.0
4468,US,91,34.0,Riesling,2020.0
4470,US,91,61.0,Cabernet Sauvignon,2018.0
4471,US,91,31.0,Chardonnay,2020.0
4472,US,91,42.0,Bordeaux-style Red Blend,2018.0
4473,US,91,37.0,Pinot Noir,2020.0
4475,US,91,30.0,Chardonnay,2020.0
4477,US,91,34.0,Chardonnay,2020.0
4478,US,91,43.0,Bordeaux-style Red Blend,2018.0
4480,Italy,91,52.0,Red Blend,2017.0
4481,France,91,26.0,Sauvignon Blanc,2021.0
4482,US,91,31.0,Cabernet Sauvignon,2019.0
4483,France,91,27.0,Sauvignon Blanc,2021.0
4484,France,91,43.0,Pinot Noir,2020.0
4485,US,91,37.0,Red Blend,2019.0
4486,US,91,31.0,Chardonnay,2020.0
4487,US,91,56.0,Cabernet Sauvignon,2018.0
4492,US,91,56.0,Cabernet Sauvignon,2017.0
4493,US,91,37.0,Pinot Noir,2019.0
4495,US,91,40.0,Syrah,2019.0
4496,US,91,49.0,Pinot Noir,2020.0
4497,France,91,37.0,Pinot Noir,2020.0
4502,US,98,89.0,Pinot Noir,2020.0
4505,US,97,72.0,Pinot Noir,2020.0
4506,US,96,58.0,Pinot Noir,2019.0
4507,US,96,70.0,Pinot Noir,2020.0
4508,US,96,67.0,Pinot Noir,2019.0
4509,US,96,70.0,Pinot Noir,2020.0
4510,US,96,49.0,Chardonnay,2020.0
4511,US,96,53.0,Pinot Noir,2020.0
4512,US,96,66.0,Pinot Noir,2019.0
4514,US,95,57.0,Pinot Noir,2019.0
4516,US,95,42.0,Chardonnay,2020.0
4517,US,95,45.0,Pinot Noir,2019.0
4520,US,95,59.0,Pinot Noir,2020.0
4521,US,95,44.0,Chardonnay,2020.0
4523,Italy,95,37.0,Red Blend,2020.0
4524,Italy,95,40.0,Red Blend,2020.0
4525,US,95,44.0,Pinot Noir,2020.0
4527,Italy,95,37.0,Red Blend,2020.0
4533,US,82,10.0,Chardonnay,2017.0
4535,US,82,15.0,Chardonnay,2017.0
4536,US,82,35.0,Pinot Noir,2016.0
4537,US,82,16.0,Pinot Noir,2016.0
4540,US,82,11.0,Pinot Noir,2017.0
4547,France,81,8.0,Bordeaux-style Red Blend,2018.0
4549,US,81,8.0,Cabernet Sauvignon,2017.0
4550,US,81,8.0,Chardonnay,2017.0
4551,US,81,10.0,Sauvignon Blanc,2017.0
4552,Spain,81,6.0,Rosé,2017.0
4553,US,81,10.0,Pinot Noir,2016.0
4554,Chile,81,9.0,Pinot Noir,2017.0
4556,Italy,80,7.0,Merlot,2017.0
4560,US,85,15.0,Pinot Noir,2020.0
4563,France,85,14.0,Bordeaux-style Red Blend,2020.0
4564,US,85,21.0,Syrah,2019.0
4566,US,85,16.0,Sauvignon Blanc,2021.0
4569,Argentina,85,14.0,Cabernet Sauvignon,2020.0
4571,Portugal,85,15.0,Chardonnay,2020.0
4574,US,85,15.0,Riesling,2021.0
4579,Portugal,85,13.0,Pinot Noir,2019.0
4584,US,85,28.0,Red Blend,2016.0
4586,Portugal,85,12.0,Rosé,2021.0
4589,US,87,40.0,Chardonnay,2014.0
4590,US,87,25.0,Syrah,2014.0
4592,US,87,78.0,Syrah,2012.0
4595,US,87,41.0,Pinot Noir,2014.0
4596,US,87,30.0,Cabernet Sauvignon,2013.0
4598,US,87,47.0,Cabernet Sauvignon,2012.0
4600,US,87,24.0,Riesling,2014.0
4602,US,87,43.0,Syrah,2013.0
4603,US,87,105.0,Cabernet Sauvignon,2013.0
4609,US,87,38.0,Syrah,2013.0
4613,Spain,87,48.0,Red Blend,2012.0
4614,US,87,22.0,Riesling,2013.0
4615,US,87,25.0,Riesling,2014.0
4620,US,94,39.0,Pinot Noir,2020.0
4621,US,94,43.0,Pinot Noir,2021.0
4628,US,94,44.0,Chardonnay,2021.0
4629,US,94,43.0,Pinot Noir,2021.0
4632,France,94,31.0,Sauvignon Blanc,2022.0
4633,Argentina,94,54.0,Red Blend,2019.0
4635,France,94,48.0,Sauvignon Blanc,2020.0
4636,US,94,53.0,Chardonnay,2021.0
4637,US,94,59.0,Chardonnay,2020.0
4640,US,94,38.0,Syrah,2021.0
4644,France,94,36.0,Sauvignon Blanc,2021.0
4645,France,94,39.0,Sauvignon Blanc,2021.0
4667,US,89,30.0,Syrah,2013.0
4670,US,91,52.0,Cabernet Sauvignon,2019.0
4671,US,91,28.0,Sauvignon Blanc,2020.0
4672,Germany,91,39.0,Riesling,2020.0
4673,US,91,76.0,Bordeaux-style Red Blend,2018.0
4675,US,91,54.0,Pinot Noir,2019.0
4676,US,91,41.0,Pinot Noir,2019.0
4677,US,91,58.0,Cabernet Sauvignon,2017.0
4678,Germany,91,30.0,Riesling,2020.0
4679,Germany,91,34.0,Riesling,2020.0
4681,US,91,24.0,Rosé,2021.0
4684,US,91,38.0,Chardonnay,2019.0
4685,US,91,45.0,Pinot Noir,2019.0
4686,US,91,27.0,Cabernet Sauvignon,2019.0
4687,US,91,26.0,Pinot Noir,2020.0
4688,US,91,36.0,Cabernet Sauvignon,2019.0
4689,US,91,28.0,Pinot Noir,2020.0
4690,US,91,34.0,Bordeaux-style Red Blend,2019.0
4693,US,91,36.0,Pinot Noir,2019.0
4694,US,91,25.0,Pinot Noir,2021.0
4695,US,91,26.0,Pinot Noir,2021.0
4696,US,91,27.0,Rosé,2021.0
4697,US,91,32.0,Chardonnay,2020.0
4701,France,87,19.0,Rosé,2020.0
4703,US,87,22.0,Pinot Noir,2019.0
4704,US,87,24.0,Pinot Noir,2018.0
4707,Germany,87,18.0,Riesling,2020.0
4708,Argentina,87,23.0,Cabernet Sauvignon,2018.0
4712,US,87,57.0,Bordeaux-style Red Blend,2018.0
4714,Germany,87,18.0,Riesling,2020.0
4715,Germany,87,23.0,Riesling,2020.0
4719,US,87,21.0,Pinot Noir,2019.0
4722,Germany,87,16.0,Riesling,2020.0
4723,Australia,87,17.0,Pinot Noir,2020.0
4726,US,87,19.0,Pinot Noir,2019.0
4728,US,87,21.0,Pinot Noir,2019.0
4730,US,91,65.0,Cabernet Sauvignon,2003.0
4731,US,90,79.0,Merlot,2004.0
4732,US,90,44.0,Chardonnay,2004.0
4733,US,90,100.0,Chardonnay,2004.0
4736,US,90,51.0,Chardonnay,2004.0
4738,US,90,58.0,Chardonnay,2004.0
4739,US,90,44.0,Sauvignon Blanc,2004.0
4741,US,90,43.0,Merlot,2003.0
4742,US,90,53.0,Cabernet Sauvignon,2003.0
4743,US,90,54.0,Chardonnay,2005.0
4745,US,90,51.0,Syrah,2004.0
4746,US,90,53.0,Merlot,2003.0
4747,US,89,40.0,Sauvignon Blanc,2004.0
4748,US,89,91.0,Chardonnay,2004.0
4749,US,89,70.0,Chardonnay,2004.0
4750,US,89,77.0,Chardonnay,2004.0
4751,US,89,84.0,Chardonnay,2004.0
4752,US,89,44.0,Sauvignon Blanc,2005.0
4753,US,89,51.0,Cabernet Sauvignon,2003.0
4754,US,89,51.0,Merlot,2003.0
4755,US,89,66.0,Merlot,2003.0
4756,US,89,40.0,Syrah,2004.0
4757,US,88,36.0,Sauvignon Blanc,2004.0
4758,US,88,37.0,Chardonnay,2004.0
4759,US,88,34.0,Syrah,2004.0
4761,US,90,31.0,Cabernet Sauvignon,2017.0
4764,US,90,44.0,Syrah,2015.0
4765,Austria,90,28.0,Riesling,2018.0
4766,France,90,45.0,Bordeaux-style Red Blend,2017.0
4772,US,90,30.0,Chardonnay,2017.0
4778,US,90,32.0,Chardonnay,2018.0
4780,US,90,30.0,Pinot Noir,2018.0
4792,Italy,85,20.0,Sauvignon Blanc,2015.0
4796,Argentina,85,17.0,Rosé,2016.0
4799,US,85,28.0,Chardonnay,2016.0
4801,US,85,15.0,Riesling,2016.0
4803,US,85,21.0,Pinot Noir,2016.0
4805,US,85,21.0,Cabernet Sauvignon,2015.0
4807,US,85,19.0,Pinot Noir,2016.0
4810,US,85,42.0,Chardonnay,2015.0
4814,Argentina,85,21.0,Pinot Noir,2013.0
4817,US,85,32.0,Chardonnay,2011.0
4819,US,85,31.0,Cabernet Sauvignon,2012.0
4821,US,85,21.0,Sauvignon Blanc,2013.0
4822,US,85,56.0,Chardonnay,2010.0
4826,US,85,29.0,Syrah,2011.0
4830,US,85,37.0,Bordeaux-style Red Blend,2011.0
4834,US,85,32.0,Syrah,2011.0
4835,US,85,25.0,Merlot,2013.0
4838,Italy,87,23.0,Red Blend,2017.0
4841,Chile,87,15.0,Sauvignon Blanc,2021.0
4842,US,87,18.0,Pinot Noir,2020.0
4843,US,87,22.0,Pinot Noir,2020.0
4844,Chile,87,16.0,Sauvignon Blanc,2021.0
4846,Italy,87,19.0,Red Blend,2020.0
4850,Italy,87,20.0,Red Blend,2019.0
4851,Italy,87,23.0,Red Blend,2019.0
4853,Italy,87,20.0,Red Blend,2020.0
4857,Italy,87,26.0,Red Blend,2019.0
4858,Italy,87,27.0,Red Blend,2018.0
4859,Germany,87,16.0,Riesling,2020.0
4860,Italy,87,18.0,Red Blend,2020.0
4864,US,87,19.0,Pinot Noir,2020.0
4867,US,87,49.0,Red Blend,2014.0
4868,US,87,25.0,Pinot Noir,2019.0
4872,US,87,16.0,Riesling,2019.0
4873,Italy,87,17.0,Red Blend,2019.0
4876,Italy,87,26.0,Red Blend,2018.0
4877,US,87,29.0,Chardonnay,2019.0
4878,Italy,87,40.0,Red Blend,2014.0
4883,Germany,87,23.0,Riesling,2017.0
4887,US,87,27.0,Chardonnay,2018.0
4888,US,87,19.0,Merlot,2019.0
4889,US,87,23.0,Red Blend,2018.0
4892,Italy,87,33.0,Red Blend,2015.0
4893,US,87,19.0,Cabernet Sauvignon,2019.0
4894,US,87,34.0,Syrah,2016.0
4899,US,91,29.0,Merlot,2018.0
4900,US,91,29.0,Syrah,2018.0
4901,US,91,39.0,Syrah,2018.0
4907,Germany,91,30.0,Pinot Noir,2017.0
4911,Germany,91,40.0,Pinot Noir,2017.0
4919,US,91,44.0,Syrah,2019.0
4920,US,91,43.0,Pinot Noir,2018.0
4928,Australia,86,29.0,Pinot Noir,2015.0
4934,US,86,19.0,Cabernet Sauvignon,2014.0
4936,US,86,26.0,Syrah,2013.0
4939,Portugal,86,21.0,Rosé,2016.0
4940,US,86,16.0,Rosé,2015.0
4944,US,86,18.0,Cabernet Sauvignon,2014.0
4945,US,86,31.0,Syrah,2014.0
4946,Italy,86,20.0,Merlot,2014.0
4951,US,86,71.0,Cabernet Sauvignon,2012.0
4952,US,86,19.0,Sauvignon Blanc,2015.0
4956,France,90,40.0,Sauvignon Blanc,2016.0
4957,US,90,43.0,Bordeaux-style Red Blend,2016.0
4959,US,90,32.0,Chardonnay,2017.0
4964,US,90,54.0,Cabernet Sauvignon,2016.0
4965,US,90,58.0,Cabernet Sauvignon,2016.0
4968,France,90,33.0,Sauvignon Blanc,2016.0
4970,France,90,33.0,Sauvignon Blanc,2017.0
4971,Italy,90,41.0,Syrah,2015.0
4972,Chile,90,26.0,Sauvignon Blanc,2018.0
4973,US,90,45.0,Pinot Noir,2016.0
4974,US,90,36.0,Chardonnay,2017.0
4975,US,90,34.0,Syrah,2016.0
4976,US,89,50.0,Pinot Noir,2016.0
4980,Italy,88,48.0,Red Blend,2012.0
4983,France,88,47.0,Syrah,2011.0
4987,Chile,88,25.0,Sauvignon Blanc,2014.0
4988,US,88,49.0,Riesling,2010.0
4991,Italy,88,44.0,Chardonnay,2010.0
4992,Australia,88,32.0,Sauvignon Blanc,2014.0
4993,US,88,75.0,Pinot Noir,2012.0
4994,Italy,88,35.0,Red Blend,2011.0
4999,Chile,88,28.0,Sauvignon Blanc,2014.0
5000,Germany,88,36.0,Riesling,2013.0
5001,US,88,34.0,Syrah,2012.0
5003,US,88,42.0,Merlot,2012.0
5005,France,88,40.0,Bordeaux-style Red Blend,2012.0
5006,US,88,33.0,Red Blend,2012.0
5009,US,95,60.0,Bordeaux-style Red Blend,2015.0
5010,US,95,66.0,Cabernet Sauvignon,2015.0
5011,US,95,38.0,Riesling,2016.0
5012,US,94,58.0,Syrah,2016.0
5014,US,94,123.0,Cabernet Sauvignon,2015.0
5015,US,94,168.0,Cabernet Sauvignon,2015.0
5016,US,94,89.0,Cabernet Sauvignon,2015.0
5018,US,94,65.0,Syrah,2015.0
5019,US,94,99.0,Cabernet Sauvignon,2014.0
5020,US,94,85.0,Cabernet Sauvignon,2013.0
5021,US,94,80.0,Cabernet Sauvignon,2014.0
5022,US,94,146.0,Cabernet Sauvignon,2013.0
5023,US,94,58.0,Syrah,2016.0
5024,US,94,46.0,Chardonnay,2016.0
5025,US,94,196.0,Cabernet Sauvignon,2014.0
5026,US,94,55.0,Cabernet Sauvignon,2015.0
5027,US,94,80.0,Cabernet Sauvignon,2014.0
5028,US,94,113.0,Cabernet Sauvignon,2015.0
5029,US,94,82.0,Cabernet Sauvignon,2015.0
5032,France,91,34.0,Bordeaux-style Red Blend,2016.0
5034,Portugal,91,52.0,Syrah,2017.0
5036,France,91,49.0,Riesling,2017.0
5040,US,91,39.0,Chardonnay,2018.0
5041,US,91,41.0,Cabernet Sauvignon,2016.0
5042,US,91,52.0,Cabernet Sauvignon,2016.0
5043,Chile,91,30.0,Red Blend,2018.0
5044,US,91,67.0,Cabernet Sauvignon,2017.0
5046,US,91,37.0,Cabernet Sauvignon,2017.0
5047,US,91,31.0,Chardonnay,2018.0
5049,US,91,27.0,Chardonnay,2019.0
5051,US,91,25.0,Sauvignon Blanc,2019.0
5053,US,91,56.0,Cabernet Sauvignon,2016.0
5057,US,91,30.0,Chardonnay,2019.0
5059,US,91,29.0,Cabernet Sauvignon,2018.0
5060,US,87,63.0,Cabernet Sauvignon,2015.0
5061,US,87,22.0,Sauvignon Blanc,2018.0
5062,Portugal,87,17.0,Syrah,2018.0
5063,Portugal,87,17.0,Rosé,2019.0
5069,US,87,18.0,Pinot Noir,2018.0
5071,US,87,37.0,Red Blend,2018.0
5074,US,87,36.0,Pinot Noir,2015.0
5080,US,87,21.0,Rosé,2019.0
5081,US,87,22.0,Chardonnay,2018.0
5083,France,87,28.0,Bordeaux-style Red Blend,2016.0
5095,Chile,86,20.0,Chardonnay,2018.0
5098,US,86,18.0,Cabernet Sauvignon,2017.0
5100,Chile,86,21.0,Pinot Noir,2017.0
5102,US,86,20.0,Sauvignon Blanc,2018.0
5103,US,86,25.0,Cabernet Sauvignon,2016.0
5104,Chile,86,33.0,Pinot Noir,2017.0
5106,US,86,41.0,Red Blend,2016.0
5107,Chile,86,16.0,Cabernet Sauvignon,2017.0
5108,US,86,41.0,Pinot Noir,2017.0
5115,US,92,58.0,Cabernet Sauvignon,2019.0
5117,US,92,51.0,Cabernet Sauvignon,2019.0
5118,US,92,37.0,Pinot Noir,2021.0
5119,US,92,39.0,Pinot Noir,2020.0
5120,US,92,39.0,Pinot Noir,2020.0
5121,US,92,31.0,Syrah,2019.0
5125,US,92,29.0,Chardonnay,2020.0
5131,Chile,92,73.0,Cabernet Sauvignon,2019.0
5133,Austria,92,26.0,Riesling,2021.0
5134,US,92,28.0,Red Blend,2020.0
5136,US,92,43.0,Pinot Noir,2020.0
5137,Italy,92,55.0,Red Blend,2018.0
5139,US,92,42.0,Cabernet Sauvignon,2019.0
5140,Chile,92,32.0,Cabernet Sauvignon,2019.0
5141,Austria,92,33.0,Chardonnay,2021.0
5143,US,92,34.0,Merlot,2020.0
5144,Austria,92,47.0,Pinot Noir,2019.0
5145,US,90,26.0,Chardonnay,2007.0
5146,US,90,56.0,Bordeaux-style Red Blend,2005.0
5147,France,90,104.0,Bordeaux-style Red Blend,2006.0
5148,France,90,81.0,Bordeaux-style Red Blend,2006.0
5149,Australia,89,57.0,Chardonnay,2006.0
5151,US,87,24.0,Sauvignon Blanc,2015.0
5153,US,87,27.0,Chardonnay,2014.0
5154,US,87,25.0,Chardonnay,2014.0
5160,US,87,48.0,Syrah,2013.0
5161,US,87,31.0,Syrah,2013.0
5163,US,87,33.0,Pinot Noir,2014.0
5164,Spain,87,18.0,Rosé,2015.0
5166,US,87,28.0,Cabernet Sauvignon,2013.0
5167,US,87,31.0,Chardonnay,2015.0
5168,US,87,22.0,Riesling,2014.0
5170,Spain,87,30.0,Red Blend,2013.0
5171,US,87,81.0,Cabernet Sauvignon,2013.0
5173,US,87,30.0,Red Blend,2014.0
5177,US,90,42.0,Pinot Noir,2016.0
5178,US,90,42.0,Pinot Noir,2016.0
5179,US,90,54.0,Pinot Noir,2017.0
5181,US,90,49.0,Cabernet Sauvignon,2016.0
5182,US,90,40.0,Cabernet Sauvignon,2017.0
5183,Italy,90,31.0,Red Blend,2017.0
5188,France,90,36.0,Chardonnay,2017.0
5189,US,90,54.0,Pinot Noir,2015.0
5190,Italy,90,36.0,Red Blend,2014.0
5192,France,90,30.0,Sauvignon Blanc,2018.0
5193,Germany,90,50.0,Riesling,2015.0
5194,US,90,30.0,Chardonnay,2018.0
5196,Italy,90,39.0,Red Blend,2015.0
5198,Italy,90,44.0,Red Blend,2013.0
5200,US,90,31.0,Pinot Noir,2018.0
5201,US,90,45.0,Syrah,2016.0
5204,US,90,58.0,Cabernet Sauvignon,2016.0
5208,Italy,92,34.0,Red Blend,2018.0
5209,US,92,40.0,Chardonnay,2018.0
5210,US,92,50.0,Pinot Noir,2018.0
5211,Germany,92,33.0,Riesling,2018.0
5213,US,92,46.0,Pinot Noir,2017.0
5214,Germany,92,53.0,Riesling,2005.0
5215,US,92,96.0,Cabernet Sauvignon,2017.0
5216,US,92,91.0,Cabernet Sauvignon,2017.0
5217,US,92,50.0,Pinot Noir,2018.0
5218,US,92,95.0,Pinot Noir,2018.0
5219,US,92,34.0,Sauvignon Blanc,2019.0
5220,Italy,92,29.0,Red Blend,2018.0
5221,US,92,44.0,Pinot Noir,2018.0
5222,US,92,48.0,Pinot Noir,2018.0
5223,US,92,37.0,Pinot Noir,2018.0
5224,US,92,43.0,Chardonnay,2018.0
5227,US,92,57.0,Cabernet Sauvignon,2017.0
5230,France,91,77.0,Pinot Noir,2017.0
5231,US,91,37.0,Chardonnay,2019.0
5232,US,91,41.0,Pinot Noir,2019.0
5234,France,91,51.0,Pinot Noir,2018.0
5235,US,91,38.0,Pinot Noir,2019.0
5238,US,91,54.0,Red Blend,2018.0
5240,France,91,51.0,Syrah,2017.0
5241,France,91,27.0,Sauvignon Blanc,2020.0
5243,US,91,41.0,Red Blend,2018.0
5244,US,91,38.0,Bordeaux-style Red Blend,2019.0
5245,France,91,30.0,Sauvignon Blanc,2020.0
5246,France,91,31.0,Sauvignon Blanc,2020.0
5247,France,91,41.0,Chardonnay,2019.0
5248,Italy,91,38.0,Red Blend,2016.0
5252,US,91,38.0,Pinot Noir,2019.0
5254,US,91,36.0,Pinot Noir,2019.0
5255,France,91,46.0,Pinot Noir,2018.0
5256,US,91,64.0,Cabernet Sauvignon,2018.0
5257,France,91,28.0,Sauvignon Blanc,2020.0
5258,US,91,36.0,Syrah,2018.0
5259,US,91,50.0,Pinot Noir,2019.0
5260,US,88,42.0,Bordeaux-style Red Blend,2016.0
5262,US,88,33.0,Pinot Noir,2017.0
5266,US,88,27.0,Merlot,2015.0
5272,US,88,30.0,Chardonnay,2017.0
5273,US,88,23.0,Sauvignon Blanc,2016.0
5275,US,88,30.0,Riesling,2017.0
5277,Chile,88,21.0,Sauvignon Blanc,2019.0
5278,Austria,88,24.0,Red Blend,2018.0
5280,US,88,28.0,Merlot,2016.0
5283,US,87,19.0,Riesling,2017.0
5285,Italy,87,22.0,Red Blend,2017.0
5286,US,87,40.0,Syrah,2016.0
5287,US,87,24.0,Chardonnay,2018.0
5288,US,87,27.0,Syrah,2016.0
5292,US,88,48.0,Pinot Noir,2013.0
5293,Australia,88,51.0,Cabernet Sauvignon,2012.0
5294,Australia,88,29.0,Sauvignon Blanc,2015.0
5295,US,88,32.0,Red Blend,2014.0
5298,Italy,88,26.0,Syrah,2014.0
5303,US,88,35.0,Merlot,2014.0
5305,Australia,88,27.0,Sauvignon Blanc,2015.0
5311,Spain,88,20.0,Rosé,2016.0
5313,US,88,46.0,Syrah,2013.0
5316,Spain,87,19.0,Rosé,2017.0
5318,US,87,23.0,Chardonnay,2016.0
5320,US,87,36.0,Chardonnay,2016.0
5321,US,87,37.0,Chardonnay,2016.0
5322,Spain,87,17.0,Rosé,2017.0
5323,US,87,21.0,Chardonnay,2016.0
5325,France,87,20.0,Rosé,2017.0
5328,US,87,33.0,Syrah,2015.0
5329,US,87,32.0,Pinot Noir,2016.0
5330,France,87,19.0,Rosé,2017.0
5332,US,87,27.0,Bordeaux-style Red Blend,2014.0
5334,US,87,20.0,Merlot,2016.0
5336,Italy,87,44.0,Red Blend,2013.0
5337,US,87,39.0,Cabernet Sauvignon,2015.0
5339,US,87,37.0,Pinot Noir,2016.0
5340,France,87,20.0,Rosé,2017.0
5342,France,87,23.0,Rosé,2017.0
5346,US,89,34.0,Cabernet Sauvignon,2016.0
5350,US,89,30.0,Cabernet Sauvignon,2018.0
5351,US,89,28.0,Red Blend,2019.0
5356,US,89,28.0,Pinot Noir,2019.0
5358,US,89,23.0,Sauvignon Blanc,2019.0
5360,US,89,35.0,Chardonnay,2019.0
5364,US,89,22.0,Chardonnay,2017.0
5365,Argentina,89,27.0,Cabernet Sauvignon,2013.0
5374,Italy,89,28.0,Red Blend,2018.0
5375,France,89,23.0,Rosé,2020.0
5377,US,85,20.0,Red Blend,2018.0
5378,France,85,15.0,Sauvignon Blanc,2018.0
5379,US,85,36.0,Cabernet Sauvignon,2017.0
5381,Germany,85,27.0,Riesling,2015.0
5382,US,85,22.0,Pinot Noir,2018.0
5383,US,85,37.0,Cabernet Sauvignon,2016.0
5384,US,85,20.0,Merlot,2017.0
5386,US,85,34.0,Chardonnay,2017.0
5387,US,85,24.0,Red Blend,2016.0
5388,France,85,18.0,Pinot Noir,2018.0
5391,US,85,25.0,Pinot Noir,2017.0
5396,Portugal,85,18.0,Rosé,2018.0
5397,US,85,20.0,Chardonnay,2018.0
5400,Italy,85,30.0,Red Blend,2014.0
5403,US,85,87.0,Cabernet Sauvignon,2016.0
5408,US,88,24.0,Pinot Noir,2020.0
5409,Argentina,88,23.0,Pinot Noir,2021.0
5410,France,88,24.0,Chardonnay,2020.0
5418,France,88,22.0,Chardonnay,2020.0
5422,US,88,30.0,Pinot Noir,2020.0
5423,US,88,28.0,Pinot Noir,2020.0
5426,US,88,19.0,Cabernet Sauvignon,2019.0
5427,France,88,21.0,Chardonnay,2020.0
5430,US,88,23.0,Pinot Noir,2020.0
5432,US,88,22.0,Red Blend,2019.0
5433,US,88,26.0,Syrah,2018.0
5438,US,88,49.0,Pinot Noir,2015.0
5440,France,88,42.0,Chardonnay,2015.0
5444,US,88,24.0,Sauvignon Blanc,2016.0
5447,US,88,26.0,Red Blend,2016.0
5448,Italy,88,62.0,Red Blend,2013.0
5452,US,88,29.0,Rosé,2016.0
5456,Italy,88,41.0,Chardonnay,2011.0
5457,Italy,88,87.0,Chardonnay,2008.0
5462,US,86,26.0,Cabernet Sauvignon,2016.0
5464,US,86,38.0,Pinot Noir,2017.0
5465,US,86,28.0,Red Blend,2016.0
5467,Chile,86,20.0,Riesling,2018.0
5468,US,86,33.0,Pinot Noir,2017.0
5469,US,86,25.0,Merlot,2015.0
5470,US,86,41.0,Pinot Noir,2015.0
5472,Chile,86,18.0,Sauvignon Blanc,2018.0
5473,US,86,22.0,Sauvignon Blanc,2018.0
5476,US,86,20.0,Chardonnay,2017.0
5477,Italy,86,18.0,Red Blend,2017.0
5478,Chile,86,17.0,Merlot,2017.0
5479,US,86,23.0,Pinot Noir,2017.0
5480,US,86,35.0,Pinot Noir,2016.0
5482,US,86,18.0,Red Blend,2016.0
5483,US,86,29.0,Chardonnay,2016.0
5484,Chile,86,19.0,Sauvignon Blanc,2017.0
5485,US,86,37.0,Chardonnay,2017.0
5487,France,86,19.0,Rosé,2018.0
5488,France,86,19.0,Rosé,2018.0
5493,Austria,93,38.0,Sauvignon Blanc,2018.0
5494,US,93,56.0,Bordeaux-style Red Blend,2017.0
5495,US,93,65.0,Cabernet Sauvignon,2015.0
5496,US,93,56.0,Cabernet Sauvignon,2016.0
5499,France,93,34.0,Bordeaux-style Red Blend,2017.0
5500,US,93,108.0,Bordeaux-style Red Blend,2015.0
5501,US,93,40.0,Chardonnay,2018.0
5502,Italy,93,78.0,Red Blend,2016.0
5503,Austria,93,36.0,Riesling,2018.0
5506,US,93,77.0,Cabernet Sauvignon,2015.0
5507,Austria,93,37.0,Riesling,2018.0
5508,US,93,56.0,Cabernet Sauvignon,2016.0
5515,Chile,83,14.0,Chardonnay,2019.0
5516,US,83,9.0,Sauvignon Blanc,2019.0
5520,Portugal,83,10.0,Rosé,2020.0
5521,Chile,83,10.0,Pinot Noir,2020.0
5522,Chile,83,9.0,Cabernet Sauvignon,2019.0
5524,Italy,83,9.0,Red Blend,2020.0
5526,Spain,82,12.0,Riesling,2019.0
